NGC4258 HCAPS/NGC4258/results/NGC4258_PI.fits 0.000052 HCAPS/NGC4258/results/bf.ann
NGC4414 HCAPS/NGC4414/results/NGC4414_PI.fits 0.000048 HCAPS/NGC4414/results/bf.ann
NGC4559 HCAPS/NGC4559/results/NGC4559_PI.fits 0.000028 HCAPS/NGC4559/results/bf.ann
NGC4631 HCAPS/NGC4631/results/NGC4631_PI.fits 0.000044 HCAPS/NGC4631/results/bf.ann
NGC5055 HCAPS/NGC5055/results/NGC5055_PI.fits 0.000038 HCAPS/NGC5055/results/bf.ann
